mean_ranks,created_at,loss,train_loss,epoch
2033.3499755859375,2023-04-07 05:18:22.166876,,,
2553.60009765625,2023-04-07 05:18:22.190300,,,
1446.550048828125,2023-04-07 05:18:22.213516,,,
1191.75,2023-04-07 05:18:22.237125,,,
1614.800048828125,2023-04-07 05:18:22.260103,,,
1762.1500244140625,2023-04-07 05:18:22.283269,,,
1373.800048828125,2023-04-07 05:18:22.306583,,,
1081.1500244140625,2023-04-07 05:18:22.329595,,,
1101.550048828125,2023-04-07 05:18:22.352806,,,
759.7000122070312,2023-04-07 05:18:22.375820,,,
1270.800048828125,2023-04-07 05:18:22.398866,,,
1675.2000732421875,2023-04-07 05:18:22.422090,,,
1276.0999755859375,2023-04-07 05:18:22.445298,,,
1089.300048828125,2023-04-07 05:18:22.468395,,,
1081.050048828125,2023-04-07 05:18:22.491371,,,
885.5,2023-04-07 05:18:22.514468,,,
1119.0,2023-04-07 05:18:22.537922,,,
856.4500122070312,2023-04-07 05:18:22.561123,,,
1617.5,2023-04-07 05:18:22.584319,,,
660.7000122070312,2023-04-07 05:18:22.607491,,,
1011.6000366210938,2023-04-07 05:18:22.630615,,,
1229.0999755859375,2023-04-07 05:18:22.655847,,,
655.1000366210938,2023-04-07 05:18:22.679098,,,
807.9500122070312,2023-04-07 05:18:22.702149,,,
911.7999877929688,2023-04-07 05:18:22.725034,,,
762.4500122070312,2023-04-07 05:18:22.748268,,,
1050.5999755859375,2023-04-07 05:18:22.771641,,,
943.7999877929688,2023-04-07 05:18:22.798096,,,
1383.550048828125,2023-04-07 05:18:22.821785,,,
587.9000244140625,2023-04-07 05:18:22.844682,,,
1208.0999755859375,2023-04-07 05:18:22.867665,,,
1113.4000244140625,2023-04-07 05:18:22.891203,,,
419.20001220703125,2023-04-07 05:18:22.914168,,,
351.5500183105469,2023-04-07 05:18:22.937257,,,
380.0500183105469,2023-04-07 05:18:22.960456,,,
684.4500122070312,2023-04-07 05:18:22.983335,,,
622.6000366210938,2023-04-07 05:18:23.006359,,,
619.1500244140625,2023-04-07 05:18:23.029197,,,
836.5,2023-04-07 05:18:23.052602,,,
1348.1500244140625,2023-04-07 05:18:23.075907,,,
386.70001220703125,2023-04-07 05:18:23.098879,,,
605.3500366210938,2023-04-07 05:18:23.122144,,,
754.4000244140625,2023-04-07 05:18:23.145089,,,
738.75,2023-04-07 05:18:23.168202,,,
984.9000244140625,2023-04-07 05:18:23.191071,,,
627.4500122070312,2023-04-07 05:18:23.214234,,,
350.6000061035156,2023-04-07 05:18:23.237243,,,
723.2999877929688,2023-04-07 05:18:23.260495,,,
754.5,2023-04-07 05:18:23.283541,,,
1135.3499755859375,2023-04-07 05:18:23.306498,,,
627.3500366210938,2023-04-07 05:18:23.329665,,,
923.4500122070312,2023-04-07 05:18:23.352760,,,
703.0499877929688,2023-04-07 05:18:23.375695,,,
1236.5,2023-04-07 05:18:23.399074,,,
422.3500061035156,2023-04-07 05:18:23.422174,,,
387.3500061035156,2023-04-07 05:18:23.445284,,,
386.6000061035156,2023-04-07 05:18:23.468513,,,
635.25,2023-04-07 05:18:23.491481,,,
411.3500061035156,2023-04-07 05:18:23.514706,,,
730.7999877929688,2023-04-07 05:18:23.537857,,,
709.1000366210938,2023-04-07 05:18:23.561137,,,
428.95001220703125,2023-04-07 05:18:23.584308,,,
1502.25,2023-04-07 05:18:23.607330,,,
345.8500061035156,2023-04-07 05:18:23.630487,,,
373.25,2023-04-07 05:18:23.653544,,,
640.25,2023-04-07 05:18:23.676500,,,
561.8500366210938,2023-04-07 05:18:23.699915,,,
505.95001220703125,2023-04-07 05:18:23.724009,,,
613.25,2023-04-07 05:18:23.747617,,,
762.1500244140625,2023-04-07 05:18:23.770737,,,
473.0,2023-04-07 05:18:23.794382,,,
479.3000183105469,2023-04-07 05:18:23.819059,,,
368.5,2023-04-07 05:18:23.842342,,,
391.8500061035156,2023-04-07 05:18:23.865875,,,
1175.1500244140625,2023-04-07 05:18:23.889216,,,
1674.75,2023-04-07 05:18:23.912313,,,
744.4000244140625,2023-04-07 05:18:23.935371,,,
554.9500122070312,2023-04-07 05:18:23.958577,,,
631.7999877929688,2023-04-07 05:18:23.981781,,,
418.45001220703125,2023-04-07 05:18:24.005005,,,
918.0,2023-04-07 05:18:24.028102,,,
722.0,2023-04-07 05:18:24.051235,,,
443.1000061035156,2023-04-07 05:18:24.074372,,,
1377.0999755859375,2023-04-07 05:18:24.097799,,,
162.40000915527344,2023-04-07 05:18:24.120909,,,
878.1000366210938,2023-04-07 05:18:24.144127,,,
542.1000366210938,2023-04-07 05:18:24.167590,,,
517.6500244140625,2023-04-07 05:18:24.190674,,,
1313.0999755859375,2023-04-07 05:18:24.213911,,,
1111.9000244140625,2023-04-07 05:18:24.237026,,,
524.5,2023-04-07 05:18:24.260192,,,
1137.2000732421875,2023-04-07 05:18:24.283329,,,
775.4500122070312,2023-04-07 05:18:24.306359,,,
671.1000366210938,2023-04-07 05:18:24.329562,,,
509.5,2023-04-07 05:18:24.352621,,,
596.4000244140625,2023-04-07 05:18:24.375550,,,
450.75,2023-04-07 05:18:24.399243,,,
664.6000366210938,2023-04-07 05:18:24.422254,,,
415.45001220703125,2023-04-07 05:18:24.445461,,,
999.9000244140625,2023-04-07 05:18:24.468413,,,
429.3999938964844,2023-04-07 05:18:24.491890,,,
409.75,2023-04-07 05:18:24.515571,,,
441.45001220703125,2023-04-07 05:18:24.538760,,,
672.4000244140625,2023-04-07 05:18:24.562234,,,
617.5499877929688,2023-04-07 05:18:24.585307,,,
1060.050048828125,2023-04-07 05:18:24.608479,,,
629.7999877929688,2023-04-07 05:18:24.631663,,,
542.1000366210938,2023-04-07 05:18:24.655230,,,
782.0,2023-04-07 05:18:24.678746,,,
1136.7000732421875,2023-04-07 05:18:24.701911,,,
341.70001220703125,2023-04-07 05:18:24.725054,,,
407.6499938964844,2023-04-07 05:18:24.748367,,,
827.4500122070312,2023-04-07 05:18:24.771376,,,
563.9000244140625,2023-04-07 05:18:24.794767,,,
728.7999877929688,2023-04-07 05:18:24.821086,,,
437.75,2023-04-07 05:18:24.844239,,,
866.9000244140625,2023-04-07 05:18:24.867541,,,
870.3500366210938,2023-04-07 05:18:24.890909,,,
394.8500061035156,2023-04-07 05:18:24.914318,,,
947.5499877929688,2023-04-07 05:18:24.937526,,,
594.9500122070312,2023-04-07 05:18:24.960981,,,
1248.9500732421875,2023-04-07 05:18:24.984050,,,
463.6499938964844,2023-04-07 05:18:25.006962,,,
532.5499877929688,2023-04-07 05:18:25.030302,,,
367.1499938964844,2023-04-07 05:18:25.053261,,,
498.3000183105469,2023-04-07 05:18:25.076435,,,
438.8500061035156,2023-04-07 05:18:25.099988,,,
733.6000366210938,2023-04-07 05:18:25.123084,,,
647.9500122070312,2023-04-07 05:18:25.146315,,,
518.8500366210938,2023-04-07 05:18:25.169307,,,
540.3500366210938,2023-04-07 05:18:25.192251,,,
882.1000366210938,2023-04-07 05:18:25.215411,,,
941.0,2023-04-07 05:18:25.238481,,,
786.1500244140625,2023-04-07 05:18:25.261990,,,
355.0500183105469,2023-04-07 05:18:25.285087,,,
1073.5,2023-04-07 05:18:25.308051,,,
650.0,2023-04-07 05:18:25.331536,,,
306.0,2023-04-07 05:18:25.354500,,,
571.4000244140625,2023-04-07 05:18:25.377716,,,
829.3500366210938,2023-04-07 05:18:25.401346,,,
583.3500366210938,2023-04-07 05:18:25.424413,,,
831.4500122070312,2023-04-07 05:18:25.447724,,,
897.2000122070312,2023-04-07 05:18:25.470755,,,
668.1500244140625,2023-04-07 05:18:25.493884,,,
1048.4500732421875,2023-04-07 05:18:25.516837,,,
797.1500244140625,2023-04-07 05:18:25.540007,,,
345.75,2023-04-07 05:18:25.563806,,,
642.1500244140625,2023-04-07 05:18:25.586993,,,
328.0,2023-04-07 05:18:25.610363,,,
885.5499877929688,2023-04-07 05:18:25.633282,,,
366.3500061035156,2023-04-07 05:18:25.656368,,,
723.9500122070312,2023-04-07 05:18:25.679701,,,
619.7000122070312,2023-04-07 05:18:25.702731,,,
809.0499877929688,2023-04-07 05:18:25.726153,,,
645.1000366210938,2023-04-07 05:18:25.749497,,,
1019.3500366210938,2023-04-07 05:18:25.772890,,,
768.2999877929688,2023-04-07 05:18:25.796008,,,
606.2999877929688,2023-04-07 05:18:25.819601,,,
942.9000244140625,2023-04-07 05:18:25.847313,,,
320.8000183105469,2023-04-07 05:18:25.871194,,,
918.7000122070312,2023-04-07 05:18:25.894249,,,
1036.75,2023-04-07 05:18:25.917431,,,
608.5,2023-04-07 05:18:25.940455,,,
610.5,2023-04-07 05:18:25.964103,,,
619.4000244140625,2023-04-07 05:18:25.987103,,,
694.1500244140625,2023-04-07 05:18:26.010672,,,
1509.8499755859375,2023-04-07 05:18:26.033961,,,
362.3000183105469,2023-04-07 05:18:26.057399,,,
474.1499938964844,2023-04-07 05:18:26.081106,,,
535.6000366210938,2023-04-07 05:18:26.104425,,,
318.1499938964844,2023-04-07 05:18:26.127709,,,
906.9000244140625,2023-04-07 05:18:26.151408,,,
473.5,2023-04-07 05:18:26.174827,,,
819.25,2023-04-07 05:18:26.198125,,,
403.3500061035156,2023-04-07 05:18:26.221183,,,
972.4500122070312,2023-04-07 05:18:26.244407,,,
543.3500366210938,2023-04-07 05:18:26.268041,,,
578.4500122070312,2023-04-07 05:18:26.291085,,,
497.8999938964844,2023-04-07 05:18:26.314510,,,
681.0499877929688,2023-04-07 05:18:26.337653,,,
187.10000610351562,2023-04-07 05:18:26.360880,,,
810.9500122070312,2023-04-07 05:18:26.384368,,,
1258.9000244140625,2023-04-07 05:18:26.407494,,,
383.75,2023-04-07 05:18:26.430832,,,
793.3500366210938,2023-04-07 05:18:26.453758,,,
299.20001220703125,2023-04-07 05:18:26.477101,,,
372.70001220703125,2023-04-07 05:18:26.500790,,,
574.1500244140625,2023-04-07 05:18:26.523956,,,
1099.550048828125,2023-04-07 05:18:26.547316,,,
384.8500061035156,2023-04-07 05:18:26.570410,,,
417.0500183105469,2023-04-07 05:18:26.593400,,,
605.25,2023-04-07 05:18:26.616845,,,
457.75,2023-04-07 05:18:26.639983,,,
406.3500061035156,2023-04-07 05:18:26.663479,,,
700.0,2023-04-07 05:18:26.686560,,,
485.5500183105469,2023-04-07 05:18:26.709595,,,
458.6000061035156,2023-04-07 05:18:26.732662,,,
1021.0,2023-04-07 05:18:26.755645,,,
510.0500183105469,2023-04-07 05:18:26.778788,,,
673.2000122070312,2023-04-07 05:18:26.801954,,,
346.1499938964844,2023-04-07 05:18:26.824972,,,
851.0499877929688,2023-04-07 05:18:26.849189,,,
558.25,2023-04-07 05:18:26.872639,,,
428.75,2023-04-07 05:18:26.895788,,,
948.9500122070312,2023-04-07 05:18:26.918690,,,
484.3999938964844,2023-04-07 05:18:26.941753,,,
369.95001220703125,2023-04-07 05:18:26.965218,,,
536.75,2023-04-07 05:18:26.988379,,,
280.1000061035156,2023-04-07 05:18:27.011513,,,
815.1500244140625,2023-04-07 05:18:27.034377,,,
551.2000122070312,2023-04-07 05:18:27.057383,,,
599.9000244140625,2023-04-07 05:18:27.080758,,,
684.7999877929688,2023-04-07 05:18:27.103891,,,
382.3000183105469,2023-04-07 05:18:27.127165,,,
827.2000122070312,2023-04-07 05:18:27.150333,,,
802.7000122070312,2023-04-07 05:18:27.173303,,,
340.45001220703125,2023-04-07 05:18:27.196555,,,
465.95001220703125,2023-04-07 05:18:27.219731,,,
423.20001220703125,2023-04-07 05:18:27.242853,,,
217.6999969482422,2023-04-07 05:18:27.266141,,,
657.7999877929688,2023-04-07 05:18:27.289356,,,
222.0500030517578,2023-04-07 05:18:27.312784,,,
445.3500061035156,2023-04-07 05:18:27.335623,,,
514.1500244140625,2023-04-07 05:18:27.358846,,,
779.9000244140625,2023-04-07 05:18:27.381999,,,
1065.550048828125,2023-04-07 05:18:27.405101,,,
426.5500183105469,2023-04-07 05:18:27.428552,,,
532.75,2023-04-07 05:18:27.451853,,,
260.3000183105469,2023-04-07 05:18:27.475220,,,
542.75,2023-04-07 05:18:27.498305,,,
665.25,2023-04-07 05:18:27.521555,,,
626.3500366210938,2023-04-07 05:18:27.545293,,,
503.75,2023-04-07 05:18:27.568532,,,
373.1499938964844,2023-04-07 05:18:27.591759,,,
880.75,2023-04-07 05:18:27.614942,,,
843.1500244140625,2023-04-07 05:18:27.637973,,,
427.25,2023-04-07 05:18:27.661206,,,
760.3500366210938,2023-04-07 05:18:27.684580,,,
482.8000183105469,2023-04-07 05:18:27.707892,,,
532.5499877929688,2023-04-07 05:18:27.731188,,,
448.3000183105469,2023-04-07 05:18:27.754493,,,
295.70001220703125,2023-04-07 05:18:27.777654,,,
744.75,2023-04-07 05:18:27.800666,,,
728.3500366210938,2023-04-07 05:18:27.824178,,,
313.45001220703125,2023-04-07 05:18:27.847352,,,
1016.5,2023-04-07 05:18:27.874739,,,
369.45001220703125,2023-04-07 05:18:27.898597,,,
768.0499877929688,2023-04-07 05:18:27.924747,,,
557.7000122070312,2023-04-07 05:18:27.951674,,,
526.2000122070312,2023-04-07 05:18:27.976032,,,
501.5,2023-04-07 05:18:27.999905,,,
660.7000122070312,2023-04-07 05:18:28.024385,,,
497.95001220703125,2023-04-07 05:18:28.048249,,,
569.9500122070312,2023-04-07 05:18:28.072446,,,
242.65000915527344,2023-04-07 05:18:28.097764,,,
618.5499877929688,2023-04-07 05:18:28.122120,,,
512.8500366210938,2023-04-07 05:18:28.146577,,,
457.0,2023-04-07 05:18:28.170798,,,
545.3500366210938,2023-04-07 05:18:28.195145,,,
880.5499877929688,2023-04-07 05:18:28.219344,,,
1193.4500732421875,2023-04-07 05:18:28.243613,,,
570.3500366210938,2023-04-07 05:18:28.268016,,,
465.0500183105469,2023-04-07 05:18:28.292004,,,
594.4500122070312,2023-04-07 05:18:28.316308,,,
385.8500061035156,2023-04-07 05:18:28.340415,,,
360.45001220703125,2023-04-07 05:18:28.364697,,,
495.8000183105469,2023-04-07 05:18:28.388831,,,
538.8500366210938,2023-04-07 05:18:28.413046,,,
294.3500061035156,2023-04-07 05:18:28.437323,,,
1081.8499755859375,2023-04-07 05:18:28.461468,,,
458.0,2023-04-07 05:18:28.485869,,,
273.8000183105469,2023-04-07 05:18:28.510975,,,
728.8500366210938,2023-04-07 05:18:28.535698,,,
412.6499938964844,2023-04-07 05:18:28.559786,,,
327.0500183105469,2023-04-07 05:18:28.583749,,,
554.8500366210938,2023-04-07 05:18:28.607802,,,
426.5500183105469,2023-04-07 05:18:28.631939,,,
522.75,2023-04-07 05:18:28.655414,,,
771.7999877929688,2023-04-07 05:18:28.679307,,,
552.2000122070312,2023-04-07 05:18:28.702768,,,
553.0499877929688,2023-04-07 05:18:28.726062,,,
341.6000061035156,2023-04-07 05:18:28.749636,,,
459.25,2023-04-07 05:18:28.773204,,,
813.4500122070312,2023-04-07 05:18:28.796635,,,
713.1500244140625,2023-04-07 05:18:28.820481,,,
429.45001220703125,2023-04-07 05:18:28.843995,,,
392.20001220703125,2023-04-07 05:18:28.867738,,,
762.25,2023-04-07 05:18:28.895445,,,
593.5,2023-04-07 05:18:28.918868,,,
269.8500061035156,2023-04-07 05:18:28.941990,,,
595.1000366210938,2023-04-07 05:18:28.965005,,,
579.0,2023-04-07 05:18:28.988384,,,
590.0499877929688,2023-04-07 05:18:29.011404,,,
658.9000244140625,2023-04-07 05:18:29.034784,,,
704.1500244140625,2023-04-07 05:18:29.058147,,,
583.9000244140625,2023-04-07 05:18:29.081363,,,
641.6000366210938,2023-04-07 05:18:29.105107,,,
389.5,2023-04-07 05:18:29.127927,,,
591.7999877929688,2023-04-07 05:18:29.151594,,,
278.25,2023-04-07 05:18:29.174574,,,
221.10000610351562,2023-04-07 05:18:29.197578,,,
412.75,2023-04-07 05:18:29.220789,,,
432.0,2023-04-07 05:18:29.243603,,,
292.45001220703125,2023-04-07 05:18:29.266749,,,
418.5500183105469,2023-04-07 05:18:29.289548,,,
466.8000183105469,2023-04-07 05:18:29.312333,,,
535.5,2023-04-07 05:18:29.335409,,,
619.4000244140625,2023-04-07 05:18:29.358354,,,
352.3999938964844,2023-04-07 05:18:29.381632,,,
663.7000122070312,2023-04-07 05:18:29.404499,,,
383.0500183105469,2023-04-07 05:18:29.427432,,,
580.6000366210938,2023-04-07 05:18:29.451132,,,
1276.75,2023-04-07 05:18:29.474625,,,
601.9000244140625,2023-04-07 05:18:29.498247,,,
625.4500122070312,2023-04-07 05:18:29.521515,,,
419.0,2023-04-07 05:18:29.546342,,,
430.0,2023-04-07 05:18:29.569644,,,
1068.050048828125,2023-04-07 05:18:29.592689,,,
1017.2000122070312,2023-04-07 05:18:29.615913,,,
528.7000122070312,2023-04-07 05:18:29.639397,,,
421.75,2023-04-07 05:18:29.662806,,,
622.6500244140625,2023-04-07 05:18:29.686629,,,
1134.0,2023-04-07 05:18:29.709909,,,
320.3000183105469,2023-04-07 05:18:29.734101,,,
476.20001220703125,2023-04-07 05:18:29.757345,,,
351.5500183105469,2023-04-07 05:18:29.781049,,,
236.0,2023-04-07 05:18:29.804280,,,
235.15000915527344,2023-04-07 05:18:29.827254,,,
463.75,2023-04-07 05:18:29.850464,,,
215.15000915527344,2023-04-07 05:18:29.873533,,,
472.45001220703125,2023-04-07 05:18:29.897331,,,
296.45001220703125,2023-04-07 05:18:29.922286,,,
393.5,2023-04-07 05:18:29.945723,,,
588.9500122070312,2023-04-07 05:18:29.969270,,,
850.9000244140625,2023-04-07 05:18:29.992352,,,
433.8000183105469,2023-04-07 05:18:30.015580,,,
1094.9000244140625,2023-04-07 05:18:30.038771,,,
637.0,2023-04-07 05:18:30.061999,,,
256.3999938964844,2023-04-07 05:18:30.085392,,,
254.5,2023-04-07 05:18:30.108670,,,
375.8000183105469,2023-04-07 05:18:30.131759,,,
556.25,2023-04-07 05:18:30.155673,,,
481.3000183105469,2023-04-07 05:18:30.178862,,,
361.95001220703125,2023-04-07 05:18:30.202015,,,
395.3999938964844,2023-04-07 05:18:30.225180,,,
537.7000122070312,2023-04-07 05:18:30.248253,,,
471.95001220703125,2023-04-07 05:18:30.271603,,,
577.25,2023-04-07 05:18:30.294758,,,
820.9500122070312,2023-04-07 05:18:30.318063,,,
313.45001220703125,2023-04-07 05:18:30.341145,,,
687.1000366210938,2023-04-07 05:18:30.364256,,,
339.6499938964844,2023-04-07 05:18:30.387513,,,
547.7999877929688,2023-04-07 05:18:30.410749,,,
534.1500244140625,2023-04-07 05:18:30.434261,,,
875.9500122070312,2023-04-07 05:18:30.457318,,,
556.1000366210938,2023-04-07 05:18:30.480658,,,
970.0499877929688,2023-04-07 05:18:30.503994,,,
429.75,2023-04-07 05:18:30.527066,,,
385.3000183105469,2023-04-07 05:18:30.551439,,,
387.5,2023-04-07 05:18:30.574785,,,
789.25,2023-04-07 05:18:30.597827,,,
236.8000030517578,2023-04-07 05:18:30.621566,,,
301.20001220703125,2023-04-07 05:18:30.644714,,,
887.75,2023-04-07 05:18:30.668380,,,
473.6000061035156,2023-04-07 05:18:30.691521,,,
446.75,2023-04-07 05:18:30.714507,,,
377.0500183105469,2023-04-07 05:18:30.737790,,,
1037.2000732421875,2023-04-07 05:18:30.760719,,,
509.0,2023-04-07 05:18:30.783979,,,
333.0500183105469,2023-04-07 05:18:30.806882,,,
641.0499877929688,2023-04-07 05:18:30.829857,,,
630.1500244140625,2023-04-07 05:18:30.857419,,,
723.2000122070312,2023-04-07 05:18:30.884802,,,
811.9000244140625,2023-04-07 05:18:30.913864,,,
497.70001220703125,2023-04-07 05:18:30.945065,,,
1056.050048828125,2023-04-07 05:18:30.972352,,,
477.8000183105469,2023-04-07 05:18:30.999823,,,
582.1500244140625,2023-04-07 05:18:31.026202,,,
497.95001220703125,2023-04-07 05:18:31.052091,,,
265.95001220703125,2023-04-07 05:18:31.079859,,,
260.1499938964844,2023-04-07 05:18:31.105588,,,
841.0,2023-04-07 05:18:31.131592,,,
455.70001220703125,2023-04-07 05:18:31.158991,,,
549.9000244140625,2023-04-07 05:18:31.185234,,,
551.2000122070312,2023-04-07 05:18:31.211047,,,
1258.0,2023-04-07 05:18:31.237193,,,
566.6500244140625,2023-04-07 05:18:31.263012,,,
461.6000061035156,2023-04-07 05:18:31.288805,,,
560.2999877929688,2023-04-07 05:18:31.315167,,,
382.95001220703125,2023-04-07 05:18:31.341481,,,
408.0500183105469,2023-04-07 05:18:31.367548,,,
437.6000061035156,2023-04-07 05:18:31.393512,,,
801.1500244140625,2023-04-07 05:18:31.419116,,,
815.6500244140625,2023-04-07 05:18:31.445221,,,
628.25,2023-04-07 05:18:31.471332,,,
445.0500183105469,2023-04-07 05:18:31.497432,,,
1016.0499877929688,2023-04-07 05:18:31.523463,,,
561.5,2023-04-07 05:18:31.551647,,,
723.7000122070312,2023-04-07 05:18:31.577799,,,
413.0500183105469,2023-04-07 05:18:31.603849,,,
366.75,2023-04-07 05:18:31.630089,,,
1155.0,2023-04-07 05:18:31.656402,,,
715.5,2023-04-07 05:18:31.682764,,,
574.6000366210938,2023-04-07 05:18:31.709697,,,
515.2000122070312,2023-04-07 05:18:31.735685,,,
716.6500244140625,2023-04-07 05:18:31.761873,,,
998.9500122070312,2023-04-07 05:18:31.790252,,,
716.3500366210938,2023-04-07 05:18:31.816516,,,
413.3999938964844,2023-04-07 05:18:31.843806,,,
648.5,2023-04-07 05:18:31.872032,,,
642.0499877929688,2023-04-07 05:18:31.898498,,,
376.3500061035156,2023-04-07 05:18:31.924740,,,
507.8000183105469,2023-04-07 05:18:31.953035,,,
604.1000366210938,2023-04-07 05:18:31.980668,,,
628.75,2023-04-07 05:18:32.006695,,,
599.4000244140625,2023-04-07 05:18:32.032595,,,
471.0500183105469,2023-04-07 05:18:32.058534,,,
641.4000244140625,2023-04-07 05:18:32.084821,,,
768.3500366210938,2023-04-07 05:18:32.111163,,,
485.25,2023-04-07 05:18:32.137169,,,
345.6499938964844,2023-04-07 05:18:32.163131,,,
251.4499969482422,2023-04-07 05:18:32.189338,,,
603.75,2023-04-07 05:18:32.215149,,,
740.7000122070312,2023-04-07 05:18:32.241231,,,
705.7999877929688,2023-04-07 05:18:32.267046,,,
398.95001220703125,2023-04-07 05:18:32.292994,,,
497.95001220703125,2023-04-07 05:18:32.318785,,,
1049.75,2023-04-07 05:18:32.344591,,,
357.5500183105469,2023-04-07 05:18:32.370595,,,
539.9500122070312,2023-04-07 05:18:32.396616,,,
490.1499938964844,2023-04-07 05:18:32.422425,,,
400.45001220703125,2023-04-07 05:18:32.448165,,,
641.2000122070312,2023-04-07 05:18:32.474196,,,
513.75,2023-04-07 05:18:32.500554,,,
408.70001220703125,2023-04-07 05:18:32.528257,,,
533.1000366210938,2023-04-07 05:18:32.556205,,,
796.25,2023-04-07 05:18:32.584103,,,
369.1499938964844,2023-04-07 05:18:32.610047,,,
966.0,2023-04-07 05:18:32.635776,,,
426.5,2023-04-07 05:18:32.661882,,,
466.20001220703125,2023-04-07 05:18:32.690556,,,
554.6500244140625,2023-04-07 05:18:32.717207,,,
462.3000183105469,2023-04-07 05:18:32.744791,,,
759.5,2023-04-07 05:18:32.773504,,,
971.3500366210938,2023-04-07 05:18:32.799625,,,
512.6000366210938,2023-04-07 05:18:32.826766,,,
794.9500122070312,2023-04-07 05:18:32.853053,,,
479.0,2023-04-07 05:18:32.879488,,,
1056.0,2023-04-07 05:18:32.907965,,,
526.4000244140625,2023-04-07 05:18:32.936422,,,
547.5499877929688,2023-04-07 05:18:32.964715,,,
466.1000061035156,2023-04-07 05:18:33.000957,,,
228.35000610351562,2023-04-07 05:18:33.029917,,,
1030.050048828125,2023-04-07 05:18:33.058805,,,
451.8000183105469,2023-04-07 05:18:33.087075,,,
466.1000061035156,2023-04-07 05:18:33.115901,,,
671.0499877929688,2023-04-07 05:18:33.145121,,,
512.1000366210938,2023-04-07 05:18:33.173754,,,
674.0,2023-04-07 05:18:33.202484,,,
500.95001220703125,2023-04-07 05:18:33.230891,,,
377.8999938964844,2023-04-07 05:18:33.259459,,,
442.8999938964844,2023-04-07 05:18:33.288121,,,
759.1000366210938,2023-04-07 05:18:33.316732,,,
563.5,2023-04-07 05:18:33.345290,,,
377.1000061035156,2023-04-07 05:18:33.372536,,,
682.1500244140625,2023-04-07 05:18:33.395934,,,
295.0500183105469,2023-04-07 05:18:33.419098,,,
430.3000183105469,2023-04-07 05:18:33.442064,,,
511.25,2023-04-07 05:18:33.465222,,,
332.5500183105469,2023-04-07 05:18:33.488472,,,
459.6000061035156,2023-04-07 05:18:33.512362,,,
630.6500244140625,2023-04-07 05:18:33.535771,,,
509.45001220703125,2023-04-07 05:18:33.559374,,,
286.1000061035156,2023-04-07 05:18:33.582940,,,
638.2000122070312,2023-04-07 05:18:33.605992,,,
921.0,2023-04-07 05:18:33.630031,,,
675.6500244140625,2023-04-07 05:18:33.653208,,,
714.9000244140625,2023-04-07 05:18:33.676399,,,
320.5500183105469,2023-04-07 05:18:33.699656,,,
1469.4000244140625,2023-04-07 05:18:33.722709,,,
823.4500122070312,2023-04-07 05:18:33.746323,,,
642.2999877929688,2023-04-07 05:18:33.769218,,,
309.8999938964844,2023-04-07 05:18:33.792435,,,
683.8500366210938,2023-04-07 05:18:33.815834,,,
462.45001220703125,2023-04-07 05:18:33.839006,,,
375.3999938964844,2023-04-07 05:18:33.862066,,,
770.4500122070312,2023-04-07 05:18:33.885084,,,
409.5500183105469,2023-04-07 05:18:33.908067,,,
324.8999938964844,2023-04-07 05:18:33.931063,,,
436.0500183105469,2023-04-07 05:18:33.954069,,,
517.5499877929688,2023-04-07 05:18:33.977301,,,
538.75,2023-04-07 05:18:34.000792,,,
503.3999938964844,2023-04-07 05:18:34.025157,,,
592.4000244140625,2023-04-07 05:18:34.048385,,,
844.4000244140625,2023-04-07 05:18:34.072062,,,
544.75,2023-04-07 05:18:34.095308,,,
268.8999938964844,2023-04-07 05:18:34.118353,,,
662.6000366210938,2023-04-07 05:18:34.142009,,,
359.5,2023-04-07 05:18:34.165396,,,
776.0,2023-04-07 05:18:34.188538,,,
712.9500122070312,2023-04-07 05:18:34.211540,,,
497.8500061035156,2023-04-07 05:18:34.234309,,,
672.0,2023-04-07 05:18:34.257210,,,
376.3000183105469,2023-04-07 05:18:34.280375,,,
592.4500122070312,2023-04-07 05:18:34.303313,,,
336.0500183105469,2023-04-07 05:18:34.326545,,,
442.1000061035156,2023-04-07 05:18:34.349576,,,
608.0499877929688,2023-04-07 05:18:34.372444,,,
289.20001220703125,2023-04-07 05:18:34.395803,,,
524.0,2023-04-07 05:18:34.418787,,,
285.6000061035156,2023-04-07 05:18:34.441967,,,
960.1000366210938,2023-04-07 05:18:34.465629,,,
471.75,2023-04-07 05:18:34.488802,,,
340.3999938964844,2023-04-07 05:18:34.513763,,,
496.8500061035156,2023-04-07 05:18:34.537758,,,
230.6999969482422,2023-04-07 05:18:34.561050,,,
739.9500122070312,2023-04-07 05:18:34.584507,,,
142.60000610351562,2023-04-07 05:18:34.607661,,,
392.0500183105469,2023-04-07 05:18:34.630912,,,
420.0,2023-04-07 05:18:34.654372,,,
975.9000244140625,2023-04-07 05:18:34.677574,,,
448.3999938964844,2023-04-07 05:18:34.700578,,,
878.0,2023-04-07 05:18:34.723508,,,
972.3500366210938,2023-04-07 05:18:34.746902,,,
243.15000915527344,2023-04-07 05:18:34.770219,,,
318.20001220703125,2023-04-07 05:18:34.793469,,,
295.45001220703125,2023-04-07 05:18:34.816457,,,
358.1000061035156,2023-04-07 05:18:34.840006,,,
508.95001220703125,2023-04-07 05:18:34.863383,,,
541.3500366210938,2023-04-07 05:18:34.887354,,,
744.4500122070312,2023-04-07 05:18:34.910795,,,
441.25,2023-04-07 05:18:34.933913,,,
301.95001220703125,2023-04-07 05:18:34.956897,,,
